"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Behold, predator! I am The Fly Lord!","Fly Lord","Kontuz, harraparia! Eulien Jauna nauzu!","Sieh her, Raubtier! Ich bin der Fliegenfürst!","Prends garde, prédatrice ! Je suis le Roi des mouches !","Occhio a te, predatrice! Io sono il Signore delle mosche!","¡Atención, depredadora! ¡Soy el Señor de las Moscas!","Хищница! Перед тобой король мух!","ずが高いぞ、肉食虫よ！　われこそは ハエの王なり！","Alto, predadora! Eu sou o Lorde Moscão!","看好了，掠食者！我是蝇王！"
"Your fangs are too small to devour me!","Fly Lord","Zure letaginak txikiegiak dira ni irensteko!","Deine Fangzähne sind zu klein, um mich zu verschlingen!","Tes mandibules sont trop petites pour pouvoir me manger !","La tua bocca è troppo piccola per divorarmi!","¡Tus colmillos son demasiado pequeños para devorarme!","Твои клыки слишком малы, чтобы съесть меня!","その小さなキバでは、われを食うことなぞ できぬ！","Suas presas são pequenas demais para me devorar!","你的毒牙太小了，无法吞噬我！"
"If my kin don't sit well in your stomach, come speak with me again.","Fly Lord","Etor zaitez nigana bueltan nire ahaideek urdaileko mina ematen dizutenean.","Wenn dir meine Artgenossen auf den Magen schlagen, komm zu mir.","Si tu ne trouves plus mes sujets à ton goût, reviens donc me voir.","Se le mie simili si agitano troppo nel tuo stomaco, vieni a parlarmi.","Si mis parientes te revuelven el estómago, vuelve a hablar conmigo.","Если от моих родичей у тебя случится несварение, приходи ко мне снова.","わが なかまを 食いすぎて いもたれ するようなら、また ここにこい。","Se os meus semelhantes lhe causarem indigestão, venha falar comigo.","要是我的家人让你的肚子不舒服了，你再来跟我说话吧。"
"We'll see what we can do about that...","Fly Lord","Konponbidea emango dizut...","Mal sehen, was wir dagegen tun können …","Je verrai ce que je peux faire...","Vedremo di escogitare una soluzione...","Veremos lo que podemos hacer al respecto...","Посмотрим, что с этим можно сделать...","かいけつほうを さがしてやろう……","Encontraremos uma solução para isso…","我们到时看看怎么解决……"
"How many little flies you got in that tum, predator?","Fly Lord","Zenbat eulitxo sartu dituzu zure sabel horretan, harraparia?","Wie viele Fliegen schwirren in deinem Magen herum, Raubtier?","Combien de pauvres mouches as-tu englouties dans ta panse, prédatrice ?","Quante mosche hai in pancia, predatrice?","¿Cuántas pequeñas moscas tienes en tu barriguita, depredadora?","Сколько мух у тебя в животе, хищница?","そのはらに あわれなハエを なんびき おさめたのかね、肉食虫よ？","Quantas mosquinhas já tem na barriga, predadora?","掠食者，你的肚子里装着多少小苍蝇？"
"None? Well colour me surprised!","Fly Lord","Bat ere ez? Hau bai ez nuela espero!","Keine? Oh, da bin ich aber überrascht.","Aucune ? Eh bien, en voilà une surprise !","Nessuna? Ammetto di essere sorpreso!","¿Ninguna? ¡Vaya, qué sorpresa!","Ни одной? Я удивлен!","ゼロだと？　これは おどろいた！","Nenhuma? Estou surpreso!","一只也没有？这真是让我大吃一惊！"
"If you end up with any prisoners in there, come on back okay?","Fly Lord","Norbait sabelean harrapatzen baduzu, itzuli nigana, ados?","Falls du irgendwann Gefangene im Magen hast, komm vorbei, ja?","Si tu avales certains de mes sujets, reviens me voir, d'accord ?","Se qualcuna restasse imprigionata lì dentro, torna da me, OK?","Si acabas con alguna prisionera dentro, vuelve a verme, ¿vale?","Если ты захватишь их в плен, приходи сюда, хорошо?","そのイブクロに ハエを とらえたら また もどってこい。よいか？","Se acabar com alguma prisioneira no bucho, venha falar comigo, ok?","要是你在那里碰到了任何囚犯，就回到这里来，好吗？"
"Well... not for long!","Fly Lord","Tira... nahikoa da!","Nun, nicht mehr lange!","Fort bien... Mais ils n'y resteront pas longtemps !","Beh... non per molto!","Bueno..., ¡no por mucho tiempo!","А ты не заставила себя ждать!","だが……それも ここまで！","Bom… isso acaba agora!","那个……不会花很长时间的！"
"Haha! Fly free friends!","Fly Lord","Jaja! Egin hegan aske, lagunok!","Haha! Freiheit, meine Freunde!","Haha ! Soyez libres, mes amis !","Ah ah! Volate libere, amiche!","¡Ja, ja, ja! ¡Volad libres, amiguitas!","Ха-ха! Летите, друзья!","ハハハ とんでゆけ！　わが なかまよ！","Haha! Voem, minhas amigas!","哈哈！自由飞翔吧，朋友们！"
" Fly free!","Fly Lord","Egin hegan!"," Fliegt in die Freiheit!"," Soyez libres !"," Volate libere!"," ¡Volad libres!"," Летите на свободу!"," そなたらは じゆうだ！"," Voem livres!"," 自由飞翔吧！"
"If my kin don't sit well in your stomach, come pay me a visit.","Fly Lord","Nire ahaideek urdaileko mina ematean, zatoz nigana bueltan.","Wenn dir meine Artgenossen auf den Magen schlagen, schau vorbei.","Si tu ne trouves plus mes sujets à ton goût, viens donc me rendre visite.","Se le mie simili si agitano troppo nel tuo stomaco, vieni a parlarmi.","Si mis parientes te revuelven el estómago, ven a verme.","Если от моих родичей у тебя случится несварение, приходи меня навестить.","わが なかまを 食いすぎて いもたれ するようなら わがもとに こい。","Se os meus semelhantes lhe causarem indigestão, venha me visitar.","要是我的家人让你的肚子不舒服了，那就再来找我。"
"What? You haven't eaten even a single fly?","Fly Lord","Zer? Ez duzu euli bakar bat ere jan?","Was? Du hast nicht eine einzige Fliege verspeist?","Comment ? Tu n'as jamais fait de mal à une mouche ?","Cosa? Non hai mangiato neanche una mosca?","¿Qué? ¿No te has comido ninguna mosca?","Что? Ты не съела ни одной мухи?","なんだと？　ハエは 1 ぴきも 食べておらんとな？","O quê? Você não devorou uma mosquinha sequer?","什么？你连一只苍蝇也没吃过？"
"Well, perhaps I judged you too harshly.","Fly Lord","Hara, agian zorrotzegi epaitu zaitut.","Nun, vielleicht habe ich etwas voreilig über dich gerichtet.","Ma foi, je t'ai peut-être jugée trop sévèrement.","Beh, forse sono stato troppo duro con te.","Bueno, puede que haya sido muy duro contigo.","Пожалуй, я был к тебе слишком строг.","ふむ。少し きびしい目で 見すぎたかも しれん。","Bom, talvez eu a tenha julgado mal.","好吧，也许我对你的评价过于苛刻了。"
"Be on your way, spider. And stay away from temptation.","Fly Lord","Segi zure bideari, armiarma.","Zieh weiter, Spinne. Und widerstehe der Versuchung.","Continue ta route, araignée. Et puisses-tu résister toujours à la tentation.","Prosegui pure e tieniti alla larga dalle tentazioni.","Sigue tu camino, araña, y no sucumbas a la tentación.","Иди с миром, паучок. И не поддавайся искушению.","行くがよい、クモよ。ユーワクには 近づくなよ。","Siga em frente, cara aranha. E não se deixe levar pela tentação.","去吧，蜘蛛。记得要远离诱惑。"
"Greetings, spider.","Fly Lord","Agur t'erdi, armiarma.","Sei gegrüßt, Spinne.","Salutations, araignée.","Salve, ragnetta.","Saludos, araña.","Приветствую тебя, паучок.","ごきげんよう クモよ。","Saudações, aranha.","你好，蜘蛛。"
"I appreciate your visit, and your continued virtue.","Fly Lord","Eskertzen dut zure bisita, eta zure bertute apurtezina.","Ich weiß deinen Besuch zu schätzen, und deine Tugendhaftigkeit.","Je suis ravi de ta visite, et de ton indéfectible vertu.","La tua visita mi rallegra, come la tua rettitudine.","Te agradezco tu visita y tu constante virtud.","Я ценю то, что ты зашла меня навестить, и твою добродетель.","よくぞ きた。そなたが きよい心を たもっておることを うれしく思うぞ。","Agradeço sua visita e sua grande temperança.","我很感激你的拜访，以及你一直以来的美德。"
"Oh... How tragically predictable.","Fly Lord","O... Tristea bezain aurresangarria.","Oh, wie entsetzlich vorhersehbar.","Oh... C'est aussi prévisible que tragique.","Oh... Tragicamente prevedibile.","Ah..., qué trágicamente predecible.","О... Как предсказуемо.","おお……そなたは がっくりくるほど わかりやすいな。","Ah… que previsível.","哦……不出所料，太可悲了。"
"You just couldn't help yourself, could you?","Fly Lord","Ezin izan diozu tentaldiari eutsi, e?","Du konntest einfach nicht anders, hm?","Tu n'as pas pu t'en empêcher, n'est-ce pas ?","Proprio non potevi resistere, eh?","No te has podido contener, ¿eh?","Ты просто не могла удержаться.","ジセイシンと いうものが ないのだな？","Não conseguiu se segurar, não é mesmo?","你就是控制不住自己，对吗？"
"I'll free you of your burden of course.","Fly Lord","Zama arintzen lagunduko dizut, jakina.","Ich befreie dich natürlich von deiner Last.","Je serais bien sûr ravi de te libérer de ton fardeau.","Certo, ti libererò dal tuo fardello...","Te libraré de tu carga, por supuesto.","Разумеется, я освобожу тебя от бремени.","よいとも。そなたの体を かるくして しんぜよう。","Vou livrá-la de seu fardo, claro.","当然了，我会让你摆脱负担。"
"But know this, spider: I am disappointed in you.","Fly Lord","Baina jakizu, armiarma: desengainua hartu dut zurekin.","Aber lass mich dir sagen, Spinne, dass ich enttäuscht von dir bin.","Mais sache une chose, araignée : tu me déçois beaucoup.","Ma sappi questo: mi hai deluso.","Pero sé consciente de que me has decepcionado, araña.","Но знай, паучок: я в тебе разочарован.","だが おぼえておけ クモよ――そなたには しつぼうしたぞ。","Mas, ouça bem, aranha: estou bastante desapontado com você.","但是蜘蛛，你要知道：我对你非常失望。"
"Well if it isn't the mighty predator.","Fly Lord","Nor dugu hemen, ez al da ba harrapari ahaltsua!","Na, wenn das mal nicht das mächtige Raubtier ist.","Eh bien, si ce n'est pas notre féroce prédatrice.","Guarda un po', la strabiliante predatrice.","Vaya, pero si es la voraz depredadora.","Кто это к нам пожаловал? Могучая хищница!","おやおや。いだいなる 肉食虫ではないか。","Ora, se não é a grande predadora.","哎呀，这不是强大的掠食者吗。"
"Feeling a little full?","Fly Lord","Zer? Betekada?","Fühlst du dich etwas prall im Bauch?","Tu te sens un peu lourde ?","Hai la pancia un po' piena?","¿Te notas muy llena?","Ты переела?","食いすぎたというのかね？","Está de bucho cheio?","有点饱了吗？"
"Let's see if we can't free some of those you've imprisoned.","Fly Lord","Ikustagun, ea barru horretatik norbait aska dezakegun.","Vielleicht können wir dich um ein paar Gefangene erleichtern.","Voyons si je peux libérer certains des sujets que tu as capturés.","Vediamo di liberare qualche sorella che hai imprigionato.","A ver si podemos liberar a algunas de las que has aprisionado.","Давай-ка попробуем освободить тех, кого ты пленила.","そなたが とらえた ハエたちを かいほうできるか ためしてみよう。","Vamos ver se consigo libertar algumas das vítimas que você aprisionou.","看看我们能不能释放一些你的俘虏。"
"Haha! Fly my friends!","Fly Lord","Jaja! Egin hegan, lagunok!","Haha! Fliegt fort, meine Freunde!","Haha ! Envolez-vous mes amis !","Ah ah! Volate, amiche mie!","¡Ja, ja, ja! ¡Volad, amiguitas!","Ха-ха! Летите, друзья!","ハハハ！　とべ わが なかまたちよ！","Haha! Voem, amiguinhas!","哈哈！飞吧，朋友们！"
"Fly free!","Fly Lord","Zoazte aske!","Fliegt in die Freiheit!","Soyez libres !","Volate libere!","¡Volad libres!","Летите на свободу!","そなたらは じゆうだ！","Voem livres!","自由飞翔吧！"
"Begone, predator!","Fly Lord","Orain ospa, harraparia!","Hinfort, Raubtier!","Arrière, prédatrice !","Sciò, predatrice!","¡Largo, depredadora!","Прочь с глаз моих, хищница!","たちされ 肉食虫め！","Agora vá, predadora!","滚开，掠食者！"
"There's nothing for you to eat here.","Fly Lord","Hemen ez da jatekorik zuretzat.","Hier gibt es nichts für dich zu fressen.","Il n'y a rien à manger pour toi ici.","Qui non c'è nulla da mangiare per te.","Aquí no tienes nada que comer.","Здесь тебе нечем поживиться.","ここには そなたの エサなど ないわ。","Não há nada para você devorar aqui.","这里没有你可吃的东西了。"
"You...","Fly Lord","Zu...","Du …","Tu...","Sei...","Tú...","Ты...","きさま……","Sua…","你……"
"You monster!","Fly Lord","Munstro halakoa!","Du Monster!","Tu n'es qu'un monstre !","Sei un mostro!","¡Monstruo!","Ты чудовище!","このカイブツめが！","Sua monstra!","你这个怪物！"
"You ate every last one of them!","Fly Lord","Azken eulia ere irentsi duzu!","Du hast jede einzelne von ihnen gefressen!","Tu les as tous dévorés !","Le hai mangiate tutte, dalla prima all'ultima!","¡Te las has comido a todas!","Ты съела всех мух до последней!","1 ぴき のこらず、食いよったな！","Você devorou todas elas! Todinhas!","你把他们全部吃光了！"
"I curse you, predator!","Fly Lord","Madarikatua zu, harraparia!","Sei verflucht, Raubtier!","Sois maudite, prédatrice !","Io ti maledico, predatrice!","¡Yo te maldigo, depredadora!","Проклинаю тебя!","のろわれよ。肉食虫め！","Eu a amaldiçoo, predadora!","我诅咒你，掠食者！"
"You shall know the pain of the fly!","Fly Lord","Eulion oinazea ezagutuko duzu!","Dir sollen die Schmerzen der Fliege widerfahren!","Tu vas connaître la souffrance des mouches !","Anche tu patirai la stessa sofferenza!","¡Vas a conocer el dolor de las moscas!","Ты познаешь всю ту боль, что чувствует муха!","ハエの いたみを しるがよい！","Vou lhe mostrar a dor de uma mosca!","你应该知道苍蝇的痛苦！"
"Greetings Comrade spider!","Mark the ant","Egun on, armiarma burkidea!","Sei gegrüßt, Genossin Spinne.","Bonjour, camarade araignée !","Salve, compagna ragno!","¡Saludos, camarada araña!","Здравствуй, товарищ паучок!","ごきげんよう。同志（どうし）クモよ！","Saudações, aranha camarada!","你好，蜘蛛同志！"
"I hear you've got some problems that could use an ant solution.","Mark the ant","Entzun dut zure arazoak konpontzeko inurrion soluzio bat behar duzula.","Wie ich höre, hast du Probleme, die einer Ameisenlösung bedürfen.","J'ai entendu dire que tu avais des soucis qui pouvaient nécessiter l'aide des fourmis.","Ho saputo che hai un problema che noi formiche potremmo risolvere.","Dicen que tienes problemas que podrían requerir una solución de hormigas.","Я слышала, у тебя есть задачка, с которой могут справиться муравьи.","アリの力で かいけつできそうな もんだいを かかえていると きいたぞ。","Ouvi dizer que você tá com uns problemas que nós, formigas, podemos resolver.","听说你遇到了一些麻烦，我们蚂蚁可以帮忙解决。"
"We'd love to help out, but we're still recovering from the latest fire ant raid.","Mark the ant","Gustura lagunduko genizuke, baina oraindik suzko inurrien azken oldarraldiko kalteak konpontzen gabiltza.","Wir würden dir gerne helfen, aber wir erholen uns noch vom jüngsten Überfall der Feuerameisen.","Ce serait avec plaisir, mais nous sommes encore en train de nous relever de la dernière attaque des fourmis rouges.","Vorremmo aiutarti, ma ci stiamo ancora riprendendo dall'ultima incursione delle formiche rosse.","Nos encantaría ayudarte, pero todavía nos estamos recuperando del último asalto de las hormigas rojas.","Мы бы с радостью помогли, но все еще разгребаем последствия недавнего набега огненных муравьев.","てつだいたいが、こちらも さいきん ヒアリに おそわれてね。まだ ふっこうに てまどっている。","Adoraríamos te ajudar, mas ainda estamos nos recuperando da última invasão de formigas-de-fogo.","我们喜欢助虫为乐，但自从上次被火蚁袭击后，我们还在休养生息中。"
"The workers could really use some extra help down there, if you've got time.","Mark the ant","Langileek atseginez hartuko lukete laguntza pixkat behe horretan, astirik baduzu behintzat.","Die Arbeiterinnen könnten da unten wirklich Hilfe brauchen, falls du Zeit hast.","Nos ouvrières auraient bien besoin d'un peu d'aide, si tu as le temps de descendre les voir.","Se hai tempo, alle formiche operaie là sotto servirebbe proprio una mano.","A las trabajadoras les vendría bien que alguien les echase una pata, si tienes tiempo.","Если у тебя найдется время, нашим работницам очень пригодилась бы твоя помощь.","時間があるなら、地下で はたらきアリたちを てつだってくれると とても たすかる。","As formigas trabalhadoras precisam de uma ajuda lá embaixo, se tiver com tempo livre.","如果你有时间的话，地下的工蚁们真的非常需要帮助。"
"Speak with Comrade Carl in the Mech-Ant chamber.","Mark the ant","Hitz egin Carl burkidearekin, Inurri Mekanikoaren ganberan dago.","Sprich mit Genossin Carl in der Robomeisenkammer.","Adresse-toi à la camarade Carl dans le Labo de la fourmi-méca.","Parla con il compagno Carl nella sala della Formecha.","Habla con la camarada Carl en la cámara de la mecahormiga.","Поговори с товарищем Карл в отделе «Мехмур».","メカアントのへやに いる、同志（どうし）カールに 声をかけると いい。","Fale com a camarada Carl, na câmara da Formiga-mecânica.","去机械蚁巢室跟卡尔同志谈谈吧。"
"She'll be able to give you some work.","Mark the ant","Berak emango dizu egitekoren bat.","Sie kann dir Arbeit geben.","Elle aura sûrement du travail pour toi.","Dovrebbe avere del lavoro per te.","Ella podrá darte algo de trabajo.","Она скажет тебе, что делать.","かのじょが しごとを わりふってくれる はずだ。","Ela vai te repassar umas tarefas.","她可以给你分配一些工作。"
"Talk to Comrade Carl in the Mech-Ant chamber","Journal quest text","Hitz egin Carl burkidearekin, Inurri Mekanikoaren ganberan.","Sprich mit Genossin Carl in der Robomeisenkammer","Parle à la camarade Carl dans le Labo de la fourmi-méca","Parla con il compagno Carl nella sala della Formecha","Habla con la camarada Carl en la cámara de la mecahormiga","Поговорить с товарищем Карл в отделе «Мехмур»","メカアントのへやで同志（どうし）カールと話す","Fale com a camarada Carl na câmara da Formiga-mecânica","去机械蚁巢室跟卡尔同志谈谈"
"We appreciate you coming by. Volunteers are always welcome!","Mark the ant","Asko eskertzen dizugu etorri izana. Boluntarioak beti dira ongi etorriak!","Wir freuen uns, dass du vorbeischaust. Freiwillige sind immer willkommen!","Nous apprécions ta visite. Les volontaires sont toujours les bienvenus !","Grazie di essere qui. Ogni volontario è ben accetto!","Gracias por pasarte. ¡Siempre vienen bien los voluntarios!","Спасибо, что зашла! Мы всегда рады волонтерам.","来てくれて ありがとう。てつだってくれるなら いつでも かんげいだ！","Agradecemos pela sua visita. Voluntários são sempre bem-vindos!","非常感激你能过来。我们随时欢迎志愿者们！"
"Well well, if it isn't the brand new Engineer!","Mark the ant","Hara, hara, hara, hemen dugu gure ingeniari berria!","Na, wenn das man nicht unsere brandneue Pionierin ist!","Tiens donc, si ce n'est pas notre nouvelle ingénieure !","Bene, bene, la nuova geniera!","Vaya, vaya, ¡pero si es la nueva ingeniera!","О, да это же новый инженер!","おや。新しいエンジニアじゃないか！","Ora, ora, se não é a mais nova engenheira do pedaço!","哎呀呀，这不是新鲜出炉的工程师嘛！"
"We appreciate the assist.","Mark the ant","Milesker laguntzagatik.","Wir wissen die Hilfe zu schätzen.","Ton aide est la bienvenue.","Grazie dell'aiuto.","Gracias por la ayuda.","Мы рады любой помощи.","力を かしてくれて かんしゃするよ。","Agradecemos a sua assistência.","我们很感谢你的帮助。"
"The team has already arrived to work on that problem of yours.","Mark the ant","Dagoeneko abiatu da talde bat zure arazo horretan lan egitera.","Das Team ist schon hier, um eine Lösung für dein Problem zu finden.","Notre équipe est déjà arrivée pour régler ton petit problème.","La squadra è già sul posto per risolvere quel problema che hai avuto.","El equipo ya se ha puesto en marcha para arreglar ese problemilla tuyo.","Наша команда уже работает над твоей проблемой.","そちらの かだいに とりくむ チームなら もう とうちゃくしてる。","A equipe já está trabalhando pra resolver aquele seu problema.","我们的团队已经开始着手解决你的问题了。"
"Go see Lead Engineer Vlad, up by the baloon.","Mark the ant","Zoaz Vlad ingeniari-burua ikustera, globoan dago.","Geh zur obersten Pionierin Vlad, oben beim Ballon.","Va voir Vlad l'ingénieure en chef, là-haut près de la montgolfière.","Incontrati con il capo geniere Vlad alla mongolfiera.","Ve a ver a la ingeniera jefa, Vlad, cerca del globo.","Иди поговори с главным инженером Влад. Она у воздушного шара.","しゅにんエンジニアのヴラドに会いに行くといい。飛行船（ひこうせん）の ところに いるからな。","Fale com o engenheiro-chefe Vlad, lá em cima, no balão.","去见见首席工程师弗拉基吧，她在上面，就在气球旁边。"
"Oh! Greetings Comrade!","Mark the ant","O! Kaixo, burkide!","Oh, sei gegrüßt, Genossin!","Oh, bonjour camarade !","Oh! Salve, compagna!","¡Ah! ¡Saludos, camarada!","Привет, товарищ!","おお。ごきげんよう、同志（どうし）よ！","Ah! Saudações, camarada!","啊！同志你好！"
"I'm not sure how you snuck by me before...","Mark the ant","Ez dakit nola ez zaitudan lehenago ikusi...","Ich weiß nicht, warum ich dich bisher nicht bemerkt habe …","Bizarre, je ne t'ai pas vue passer...","Non so come hai fatto a intrufolarti senza che ti vedessi...","No sé cómo te has colado sin que te viese antes...","Я и не заметила, как ты проскользнула мимо меня...","この間は いったい どうやって わたしの目を すりぬけたんだ……？","Não sei como conseguiu passar por mim sem que eu te visse…","我不知道你之前是怎么悄悄从我身边溜过去的……"
"But we appreciate the assist!","Mark the ant","Baina asko eskertzen dizugu laguntzera etortzea!","Aber wir wissen die Hilfe zu schätzen!","Peu importe, ton aide est la bienvenue !","Ad ogni modo, grazie dell'aiuto!","¡Pero gracias por la ayuda!","Но хочу поблагодарить тебя за помощь!","いずれにせよ、力をかしてくれて かんしゃだ！","Mas agradecemos pela assistência!","但是我们很感谢你的帮助！"
"We've sent a team up ahead to work on that problem of yours.","Mark the ant","Talde bat bidali dugu gora, zure arazoarekin laguntzera.","Wir haben schon ein Team losgeschickt, um dein Problem zu lösen.","Nous avons envoyé une équipe pour régler ton petit problème.","Abbiamo già mandato una squadra a risolvere quel problema che hai avuto.","Hemos enviado a un equipo para que se encargue de ese problemilla tuyo.","Наша команда уже работает над твоей проблемой.","あんたの かだいに とりくむ チームも はけんしたよ。","Já enviamos uma equipe para resolver aquele seu problema.","我们已经派出一个团队去上面帮你解决问题了。"
"But don't be gone too long!","Mark the ant","Baina itzul zaitez luze gabe!","Aber bleib nicht zu lange weg!","Mais ne pars pas trop longtemps !","Ma vedi di non sparire per troppo tempo!","¡Pero vuelve pronto!","Ты главное не пропадай надолго!","だが、ちょいちょい顔を見せに来てくれよ！","Mas não demore muito!","但是别离开太久！"
"The colony still needs help finishing the Mech-Ant!","Mark the ant","Koloniak oraindik laguntza behar du Inurri Mekanikoa eraikitzeko!","Die Kolonie braucht noch Hilfe bei der Fertigstellung der Robomeise!","La colonie a toujours besoin de ton aide pour finir la fourmi-méca !","Alla colonia serve ancora aiuto per ultimare la Formecha!","¡La colonia sigue necesitando ayuda para acabar la mecahormiga!","Колонии муравьев все еще нужна помощь, чтобы закончить мехмура!","メカアントの しあげに まだ たすけが いるんだ！","A colônia ainda precisa de ajuda para finalizar a Formiga-mecânica!","蚁群还需要帮助来完成机械蚁呢！"
"Hey Comrade!","Mark the ant","Ei, burkide!","Hey, Genossin!","Salut, camarade !","Ehilà, compagna!","¡Hola, camarada!","Здорово, товарищ!","やあ、同志（どうし）よ！","Camarada!","你好，同志！"
"Don't be gone too long!","Mark the ant","Zatoz laster bueltan!","Bleib nicht zu lange weg!","Ne pars pas trop longtemps !","Vedi di non sparire per troppo tempo!","¡Vuelve pronto!","Возвращайся поскорее!","ちょいちょい顔を見せに来てくれよ！","Não demore muito!","别离开太久！"
"Oh dear!","Generic ant","Amatxo maitea!","Oh weh!","Oh là là !","Oh, cielo!","¡Oh, vaya!","Ну и ну!","ああ！","Caramba!","天呐！"
"That was quite the fall we had!","Generic ant","Zer erorikoa hartu duguna!","Das war ein ganz schöner Sturz!","Nous avons fait une belle chute !","Che volo che abbiamo fatto!","¡Menuda caída!","Вот это падение!","ずいぶん ハデに おちたなあ！","Foi uma queda e tanto!","我们可真能掉的！"
"Things are a bit crazy around the nest right now.","Generic ant","Nahaste handia dago une honetan habia inguruan.","Im Nest geht es gerade ziemlich drunter und drüber.","Tout est sens dessus dessous en ce moment, à la fourmilière.","Al momento c'è parecchia agitazione qui nel formicaio.","Las cosas están un poco locas por la colonia ahora mismo.","В муравейнике сейчас полный хаос.","この すは さいきん すごく いそがしいんだ。","As coisas andam meio doidas aqui no ninho.","现在蚁穴这里的情况还是有些失控。"
"We'd love you're help, if you're willing!","Generic ant","Izugarri eskertuko dugu zure laguntza, hartarako prest bazaude!","Wir würden uns über deine Hilfe freuen, wenn du willst.","Ton aide nous serait vraiment précieuse, si tu es d'accord !","Se ci aiutassi, te ne saremmo riconoscenti!","¡Si puedes, nos encantaría que nos ayudases!","Мы были бы очень признательны, если бы ты нам помогла!","もし気がむいたら てつだってくれると うれしいな！","Adoraríamos ter a sua ajuda, se estiver disposta!","如果你愿意的话，我们非常需要你的帮助！"
"Go see Comrade Carl in the Mech-Ant chamber.","Generic ant","Zoaz Carl burkidearekin hitz egitera, Inurri Mekanikoaren ganberara.","Geh zu Genossin Carl in der Robomeisenkammer.","Va donc voir la camarade Carl dans le Labo de la fourmi-méca.","Incontra il compagno Carl nella sala della Formecha.","Ve a ver a la camarada Carl en la cámara de la mecahormiga.","Иди поговори с товарищем Карл в отделе «Мехмур».","メカアントのへやまで、同志（どうし）カールに会いにいくと いい。","Vá ver a camarada Carl na câmara da Formiga-mecânica.","去机械蚁巢室见见卡尔同志吧。"
"She'll know what to do.","Generic ant","Berak esango dizu zer egin.","Sie wird wissen, was zu tun ist.","Elle saura quoi faire.","Saprà indicarti che cosa fare.","Ella sabrá qué hacer.","Она знает, что делать.","かのじょが しじを くれるはずだ。","Ela saberá o que fazer.","她知道该做什么。"
"Talk to Comrade Carl in the Mech-Ant chamber.","Generic ant","Hitz egin Carl burkidearekin, Inurri Mekanikoaren ganberan.","Sprich mit Genossin Carl in der Robomeisenkammer.","Parle à la camarade Carl dans le Labo de la fourmi-méca.","Parla con il compagno Carl nella sala della Formecha.","Habla con la camarada Carl en la cámara de la mecahormiga.","Поговори с товарищем Карл в отделе «Мехмур».","メカアントのへやで、同志（どうし）カールに声をかけると いい。","Fale com a camarada Carl na câmara da Formiga-mecânica.","去机械蚁巢室跟卡尔同志谈谈。"
"Ouch!","Generic ant","Atx!","Autsch!","Ouille !","Ahi!","¡Au!","Ай!","いたっ！","Ai!","嗷，疼！"
"This mudslide is getting dangerous!","Generic ant","Lur-jausi hau gero eta arriskutsuagoa da!","Dieser Erdrutsch wird gefährlich.","Cette coulée de boue est de plus en plus dangereuse !","Accidenti a questa colata di fango!","¡Este deslizamiento se está volviendo peligroso!","Оползень становится опасным!","この どしゃくずれは かなり きけんだぞ！","O deslizamento de terra tá ficando perigoso!","这些泥流开始变得危险了！"
"I was trying to repair this power station to open up access to the pumps.","Generic ant","Argindar-estazioa konpondu nahian nenbilen, ponpetara sarbidea irekitzeko.","Ich habe versucht, dieses Kraftwerk zu reparieren, um die Pumpen zu erreichen.","J'essayais de réparer cette station pour ouvrir l'accès aux pompes.","Stavo cercando di riparare questo impianto per aprire l'accesso alle pompe.","Estaba intentando reparar esta central para abrir el acceso a los surtidores.","Я пыталась починить электростанцию, чтобы запустить насосы.","ポンプに つかうために どうりょくげんを なおそうと してたんだ。","Tava tentando consertar essa central elétrica pra liberar o acesso às bombas.","我想修好这个动力站，打开去泵区的通道。"
"But I slipped and fell!","Generic ant","Baina irristatu eta beheraino erori naiz!","Aber ich bin ausgerutscht und gefallen!","Mais j'ai glissé et je suis tombée !","Ma sono scivolato e caduto!","¡Pero me he tropezado y me he caído!","Но поскользнулась и упала!","でも 足をすべらせて おちちゃった！","Mas eu escorreguei e caí!","但是我一直滑倒！"
"Could you lend me a mandible?","Generic ant","Baraila bat ematerik bai?","Würdest du mir eine Mandibel leihen?","Tu pourrais me filer un coup de patte ?","Mi daresti una man... dibola?","¿Me podrías echar una mandíbula?","Можешь подать мне жвалу?","ちょっと あごを かしてくれないか？","Pode me dar uma mandíbula?","你能助我一颚之力吗？"
"Think you could give me a lift out of this ditch?","Generic ant","Atera nazakezu zanga honetatik?","Meinst du, du könntest mir aus dem Graben helfen?","Tu crois que tu pourrais m'aider à ressortir de ce ravin ?","Mi aiuteresti a uscire da questa buca?","¿Crees que me podrías ayudar a salir de esta zanja?","Попробуешь вытащить меня из этой ямы?","この みぞから ひっぱりあげて くれるかい？","Será que consegue me tirar dessa vala?","你能把我从这个沟里拉出去吗？"
"Thanks for helping me out!","Generic ant","Milesker laguntzagatik!","Vielen Dank für deine Hilfe!","Merci pour ton aide !","Grazie dell'aiuto!","¡Gracias por ayudarme!","Спасибо тебе за помощь!","たすけてくれて ありがとう！","Valeu pela ajuda!","谢谢你帮助我！"
"You're a true friend.","Generic ant","Benetako laguna zara.","Du bist eine gute Freundin.","T'es une véritable amie.","Sei una vera amica.","Eres una buena amiga.","Ты настоящий друг.","きみは本当の友だちだ。","Isso que é amiga de verdade.","你是个真正的朋友。"
