"ID","English","English Asia","French","German","Spanish","Portuguese","Russian","Japanese","Korean","Chinese (traditional)","Chinese (simplified)",@
"secret_shrine_forestsewer","You look like a spritely young biped... I'm sure you could get down through a sewer grate right?
I've heard there is a secret through a sewer pipe in the Overgrown Ruins...","You look like a spritely young biped... I'm sure you could get down through a sewer grate right?
I've heard there is a secret through a sewer pipe in the Overgrown Ruins...","Tu m'as l'air jeune, vif et bipède... Je suis sûr que tu peux descendre dans une bouche d'égout ?
On dit qu'un secret est caché dans une canalisation des Ruines Broussailleuses...","Du scheinst ein gelenkiger junger Zweibeiner zu sein. Du kannst dich doch bestimmt durch ein Abflussgitter zwängen.
Man gelangt wohl durch ein Abflussrohr in den Überwucherten Ruinen zu einem Geheimnis.","Hankabiko gazte eta kementsua dirudizu... Ziur ez duzula arazorik estolda-zulo bat zeharkatzeko, ezta?
Entzun dut Hondakin Abandonatuetako estoldetan sekretu bat dagoela gordea...","Você parece ser um bípede jovem e cheio de energia... Você deve conseguir descer por uma grade do esgoto, não?
Ouvi dizer que existe um segredo escondido através de um cano de esgoto nas Ruínas Altas...","Пожалуй, проворства вам не занимать... Уверен, вы смогли бы прошмыгнуть через решетку канализации!
Я слышал, что один секрет можно найти в сточной трубе в Заросших руинах...","あなたはとても小さな二足歩行動物だ… 下水道の格子の隙間を通れるんじゃないですか？
生い茂った遺跡の下水管を抜けると、そこに秘密が眠っているらしいです…","자네는 몸이 날랜 두족류처럼 보이는구만... 분명 자네라면 하수도관을 통해 갈 수도 있을지도 모르겠군?
수풀투성이 유적에서 하수관으로 가는 비밀문이 있다고 들었네...","你看起來像個頑皮的年輕兩足生物...我確定你能經由下水道柵欄下去嗎？
我聽說草木繁茂的廢墟中有一條經過下水道管道的秘密...","你看起来是个灵活的两腿动物……你肯定会钻下水道栅栏吧？
我听说巨型遗迹有个秘密，需要穿过下水管道……",@
"secret_shrine_forestturncam","One of the forest kids told me they once found a mysterious shrine...
They fell onto it when they were playing around on the village walls...","One of the forest kids told me they once found a mysterious shrine...
They fell onto it when they were playing around on the village walls...","Des enfants de la forêt ont découvert un autel mystérieux...
Ils sont tombés dessus quand ils jouaient près des murs du village...","Eins der Waldkinder hat mir erzählt, dass sie mal einen mysteriösen Schrein gefunden haben.
Sie sind sozusagen darauf gefallen, als sie auf den Mauern des Dorfs herumspielten.","Oihaneko kume batek esan zidan behin santutegi misteriotsu bat aurkitu zutela...
Bertara erori ziren herrixkako harresietan jolasean zenbiltzan batean...","Uma das crianças da floresta me disse ter encontrado um santuário misterioso...
Ela caiu lá enquanto brincava perto da muralha do vilarejo...","Кто-то из детей чащи сказал мне, что им как-то попался таинственный алтарь...
Они играли на стенах деревни и свалились прямо на него...","森の子が謎のほこらを見かけたって教えてくれたんです…
村の壁の上で遊んでいたとき、そこに落っこちしてしまったんだとか…","숲의 아이 중 하나가 신비로운 사당을 발견했다고 말했지...
마을의 성벽 위에서 놀다가 발견했다고 그랬어...","其中一個森林孩子告訴我，他們曾經找到過一座神秘的聖壇...
他們在村子裡的圍牆上面玩耍時掉到那邊去了...","一个森林之子告诉我，他们曾经发现了一座神秘圣祠……
他们是在村庄围墙周围打闹时，误打误撞发现的……",@
"secret_shrine_dungeonbomb","I heard there's a cracked wall deep in some dank dungeons with a secret behind...
Perhaps applying a <i>large force</i> to that wall might open a path?","I heard there's a cracked wall deep in some dank dungeons with a secret behind...
Perhaps applying a <i>large force</i> to that wall might open a path?","On dit que quelque part au fond d'un donjon obscur, un mur fissuré abrite un secret...
Peut-être qu'en utilisant une <i>grande force</i>, cela ouvrirait le passage ?","Es gibt offenbar eine zerborstene Wand, tief in irgendwelchen dunklen Verliesen. Dahinter wartet ein Geheimnis.
Vielleicht lässt sich <i>durch starke Gewalteinwirkung</i> eine Bresche in die Wand schlagen?","Entzun dut zartatutako horma bat dagoela ziega hotz eta heze batzuen sakonean, atzean sekretu bat duela...
Agian horma horren kontra <i>indar handiz</i> eginez gero bidea irekiko da?","Ouvi dizer que, em umas masmorras úmidas, existe uma parede rachada que esconde um segredo do outro lado...
Talvez aplicar uma <i>grande força</i> nessa parede crie uma abertura?","Я слышал, что в промозглых подземельях есть треснувшая стена, за которой прячется секрет...
Возможно, если воздействовать на ту стену <i>большой силой</i>, получится открыть проход?","どこかの湿ったダンジョンの奥深くにひび割れた壁があり、その奥に秘密が眠っているらしいですよ…
その壁に<i>強い力</i>を加えたら、道がひらけるかもしれませんね？","축축한 지하감옥 안에 있는 갈라진 벽 깊숙이 비밀이 숨어 있다고 들었네...
어쩌면 <i>커다란 힘</i>을 사용하면 벽을 열 수 있을지도?","我聽說某些潮濕地下城深處有道裂開的牆，後頭藏著秘密...
或許使用 <i>強大力量</i> 在那道牆上可以打開路徑？","我听说在某个阴暗地宫的断壁后面，有一个秘密……
或许施加一点<i>蛮力</i>，就能让墙里的密道露出来？",@
"secret_shrine_swamp","Since the Frog King flooded the lands to the east, many old structures have become inaccessible.
One such structure can still be reached by firing an arrow into the distance through a stone arch...","Since the Frog King flooded the lands to the east, many old structures have become inaccessible.
One such structure can still be reached by firing an arrow into the distance through a stone arch...","Depuis que le Roi Crapaud a inondé les terres à l'est, beaucoup d'endroits sont inaccessibles.
Un de ces endroits ne peut être atteint qu'en tirant une flèche au centre d'une arche de pierre...","Seit der Froschkönig die Länder im Osten überflutet hat, sind viele alte Gebäude nicht mehr zugänglich.
Eines dieser Gebäude kann man noch erreichen, wenn man von Weitem einen Pfeil durch einen steinernen Bogen schießt.","Igel erregeak ekialdeko lurrak urperatu zituenetik, egitura zahar ugaritara ezinezkoa da iristea.
Egitura horietako batera iristeko modua badago, horretarako gezi bat jaurti beharko duzu urrutira harrizko arku batean zehar...","Desde que o Rei Sapo inundou o território ao leste, muitas estruturas antigas ficaram inacessíveis.
Uma delas ainda pode ser alcançada se você disparar uma flecha à distância através de um arco de pedra...","Король лягушек затопил земли на востоке, с тех пор во многие постройки нет хода.
Но в одну из них можно попасть, если пустить горящую стрелу через каменную арку...","カエルキングが東の土地を水没させてからというもの、多くの古い建物に近づけなくなってしまいました。
ところが、遠くにある石のアーチ門のあいだを矢で射抜くと、どこかに通じる道がひらけるそうです…","개구리 왕이 동쪽의 땅을 침수시킨 후, 수많은 고대 건축물에 갈 수가 없게 되었다네.
그 중 하나는 멀리 있는 돌 아치 안으로 화살을 쏴서 갈 수 있다던데...","自從青蛙王淹沒了東方的土地，許多舊的建築物就無法進入了。
有一個這種建築物還可以藉由在遠處射箭穿過石頭拱門來進入...","自从巨蛙王将陆地冲到了东边，很多老建筑都进不去了。
倒有一座还能去，只需要从远处拉弓，将箭射进一道石拱门里……",@
"secret_shrine_sailorturncam","There's a sewer not far from here that might lead to treasure!
Although if there's no treasure in there don't blame me...
It is a sewer after all!","There's a sewer not far from here that might lead to treasure!
Although if there's no treasure in there don't blame me...
It is a sewer after all!","Il y a un égout non loin d'ici, il pourrait mener à un trésor !
Mais si tu ne trouves pas de trésor, ne m'en veux pas...
Ce n'est jamais qu'un égout, après tout !","Nicht weit von hier gibt es einen Abflusskanal, der zu einem Schatz führen könnte!
Aber gib mir nicht die Schuld, wenn du da nicht das Gewünschte findest.
Es ist schließlich ein Abfluss ...","Hemendik ez oso urruti altxor baterako bidea ireki dezakeen estolda bat dago!
Baina bertan ez baduzu altxorrik aurkitzen, ez gero errua niri bota...
Azken finean, estolda bat da!","Existe um esgoto não muito longe daqui que talvez esconda um tesouro!
Mas se não existir tesouro nenhum, não me culpe...
É um esgoto, afinal de contas!","Недалеко отсюда есть канализация, в которой можно найти сокровище!
Но если вы там ничего не найдете, я в этом не виноват...
В конце концов, это ведь канализация!","ここからそう遠くない場所にある下水道を抜ければ、お宝があるかもしれませんよ！
まあ、お宝がなくても私を責めないでください…
なんせ下水道ですから！","여기서 멀지 않은 곳에 보물이 있을만한 하수도가 있네!
하지만 보물이 없더라도 나한테 뭐라 하진 말게나...
어찌 되었건 간에 거긴 하수도니까!","離這裡不遠處有條下水道可能通往寶藏之處！
即使那裡沒有寶藏也別怪我...
那畢竟是下水道！","离这里不远有一条下水道，尽头可能就是宝藏！
不过如果没有宝藏，也别怪我……
毕竟那是条下水道嘛！",@
"secret_shrine_sailorhookshot","If you have a way to get across the water, there is more to explore along the docks nearby.
I heard some commotion in the west though, so don't say I didn't warn you...","If you have a way to get across the water, there is more to explore along the docks nearby.
I heard some commotion in the west though, so don't say I didn't warn you...","Si tu peux passer au-dessus de l'eau, tu pourras explorer les quais des environs.
Mais j'ai entendu de bruit à l'ouest, ne dis pas que je ne t'ai pas prévenu...","Wenn du einen Weg findest, das Wasser zu überqueren, gibt es entlang der Docks hier in der Nähe noch mehr zu entdecken.
Ich habe allerdings im Westen einigen Aufruhr vernommen, also sag nicht, ich hätte dich nicht gewarnt.","Ura zeharkatzeko modurik baduzu, badago zer arakatu inguruko kaietan.
Baina mendebaldean zalaparta dexente entzun dut, beraz ez esan abisatu ez dizudanik...","Se você encontrar um jeito de atravessar a água, vai ter mais o que explorar ao longo das docas próximas.
Mas eu ouvi uma movimentação a oeste. Não diga que não avisei...","Найдите способ перебраться через воду, и вы сможете исследовать ближайшие доки.
Говорят, на западе сейчас неспокойно, так что я вас предупредил...","水の上を渡るすべがあるなら、近くの波止場にまだ探索できる場所がありますよ。
まあ、西のほうは物騒みたいですけど。警告はしましたからね…","물을 건너 갈 수 있다면, 항구 근처엔 탐험할만한 곳이 많을 걸세.
근데 서쪽에서 소음도 들었다네. 내가 경고하지 않았다고 하진 말게나...","如果你有辦法穿越水面，沿著附近的碼頭還有很多可以探索的地方。
雖然我聽到西邊有點騷動，但可別說我沒警告過你唷...","如果你能设法穿过这片水域，附近的码头上还有些东西可以发掘。
不过我听说西边有些不太平，到时候可别怪我没提醒你……",@
"secret_shrine_fortress","I heard there was a hollowed-out wall in a <i>keyhole shaped alcove</i> just north of here,[beat] inside Castle Lockstone...
Perhaps something useful lies behind that wall?","I heard there was a hollowed-out wall in a <i>keyhole shaped alcove</i> just north of here,[beat] inside Castle Lockstone...
Perhaps something useful lies behind that wall?","Il paraît qu'il y a un mur creusé <i>en forme de serrure</i> au nord d'ici,[beat] dans le Castel du Pêne...
Il y a peut-être quelque chose d'utile derrière ce mur ?","Es gibt anscheinend eine hohle Wand in einem <i>schlüssellochförmigen Alkoven</i> nördlich von hier,[beat] in der Burg Schlüsselstein.
Vielleicht findet sich hinter dieser Wand etwas Nützliches?","Entzun dut barrutik hustutako horma bat dagoela <i>sarraila-zulo formako horma-hobi</i> batean, hemendik iparraldera,[beat] Sarrailaitz gaztelu barruan...
Beharbada zerbait egongo da hormaren ostean?","Ouvi dizer que existe uma parede oca em um <i>esconderijo em forma de fechadura</i> ao norte daqui,[beat] dentro do Castelo Umbral...
Talvez algo de útil esteja detrás daquela parede?","В нише в форме <i>замочной скважины</i>, что находится в крепости Замочника,[beat] есть полая стена...
Может, за этой стеной лежит что-нибудь полезное?..","ここからすぐ北のところに、<i>鍵穴の形</i>にえぐれた壁があるらしいです。[beat]場所はロックストーン城内です。
その壁の向こうに、何かいいものがあるかもしれませんね？","여기서 북쪽,[beat] 록스톤 성 안에 <i>열쇠 구멍처럼 생긴 벽감</i>이 벽에 새겨져 있다고 들었네...
어쩌면 그 벽 뒤에 유용한 게 있을지도?","我聽說有道挖空的牆 <i>上面有鑰匙孔形狀的壁龕</i> 就在這裡北邊的，[beat] 洛克史東城堡裡面...
或許在那道牆後有什麼有用的東西？","我听说有一面挖空的墙，在<i>钥匙孔形状的凹室</i>里，就在北边，[beat]锁克斯通城堡里……
或许那面墙后面有用得着的东西？",@
"secret_shrine_foresthookshot","The Overgrown Ruins used to be a huge castle...
There are still some old routes up to the top walls, you just need a way to cross the moat...","The Overgrown Ruins used to be a huge castle...
There are still some old routes up to the top walls, you just need a way to cross the moat...","Les Ruines Broussailleuses étaient un grand château...
Il y a encore des passages sur les plus hauts remparts, tu dois juste traverser les douves...","Die Überwucherten Ruinen waren früher ein riesiges Schloss.
Es führen noch ein paar alte Pfade bis auf die obersten Mauern. Aber erst muss man den Burggraben überqueren.","Hondakin Abandonatuen lekuan lehen gaztelu erraldoi bat zegoen...
Oraindik badaude bidexka zahar batzuk goiko harresietara, lubanarroa igarotzeko modu bat aurkitu behar duzu, besterik ez...","As Ruínas Altas já foram um castelo enorme...
Ainda existem algumas rotas antigas para subir até as muralhas superiores. Você só precisa encontrar um jeito de atravessar o fosso...","Когда-то Заросшие руины были огромным замком...
К верхним стенам до сих пор можно найти проходы, нужно только придумать, как перейти ров...","生い茂った遺跡は昔、大きなお城でした…
そのてっぺんにあがれる古い道がまだあるようですよ。お堀を飛び越える手段が必要ですが…","수풀투성이 유적은 한때 거대한 성이었다네...
가장 위 벽으로 갈 수 있는 낡은 길이 아직 있을 걸세. 해자를 건너 가기만 하면 될 걸세...","草木繁茂的廢墟曾經是座巨大的城堡...
那裡還有一些舊路徑可以上到城牆頂端，你只需要想辦法跨越護城河...","巨型遗迹以前也是一座大城堡……
现在还有几条老路能到达围墙顶端，只是你得先穿过护城河……",@
"secret_shrine_icechallenge","West of the <i>crow's camp</i> is a vast canyon which is the resting ground of a long dead serpent...
There is a treacherous path in that canyon with a hidden treasure inside.
Be careful though,[beat] I hear it's very slippery and you could fall!","West of the <i>crow's camp</i> is a vast canyon which is the resting ground of a long dead serpent...
There is a treacherous path in that canyon with a hidden treasure inside.
Be careful though,[beat] I hear it's very slippery and you could fall!","À l'ouest du <i>camp des Corbeaux</i>, il y a un grand canyon où repose un serpent mort depuis longtemps...
Dans ce canyon, un chemin dangereux mène à un trésor caché.
Mais sois prudent,[beat] on dit que c'est très glissant et qu'on peut tomber !","Westlich des <i>Lagers der Krähen</i> befindet sich eine tiefe Schlucht. Dort ruht eine vor langer Zeit verstorbene Schlange.
In dieser Schlucht verläuft ein halsbrecherischer Pfad, der in seinem Inneren einen Schatz verbirgt.
Sei aber vorsichtig.[beat] Der Pfad ist ziemlich rutschig und man kann leicht abstürzen.","<i>Beleen kanpamentu</i>tik mendebalderantz arroila erraldoi bat dago, aspaldi hildako suge baten atsedenlekua dena...
Bidezidor arriskutsu bat dago arroila hartan, barruan altxor ezkutu batekin.
Kontuz ibili, baina,[beat] entzun dut oso irristakorra dela, eta amildegira eror zintezke!","A oeste do <i>acampamento dos corvos</i> fica um cânion vasto onde jaz uma serpente morta há muito tempo...
Existe um caminho perigoso naquele cânion que leva a um tesouro oculto.
Só tome cuidado,[beat] porque ouvi dizer que é muito escorregadio, e você pode cair!","К западу от <i>лагеря ворон</i> находится глубокий каньон, где покоятся останки длинной гадюки...
Туда ведет очень опасная тропа, но в каньоне спрятано сокровище.
Будьте осторожнее:[beat] я слышал, что дорога очень скользкая, и можно упасть в пропасть!","<i>カラスのキャンプ</i>の西は巨大な渓谷になっていて、大昔に死んだ蛇が眠っています…
その渓谷に危険な道があって、なかにお宝が隠されているらしいです。
でも気をつけてください。[beat]足を踏み外したら真っ逆さまですから！","<i>까마귀의 야영지</i> 서쪽에 있는 거대한 계곡에 오래 전에 죽은 뱀의 휴식 공간이 있네...
계곡 안의 위험한 길을 따라가다 보면 숨겨진 보물이 안에 있을 걸세.
조심하게나.[beat] 정말로 미끄러워서 떨어질 수도 있다고 들었거든!","<i>烏鴉營地</i> 的西邊是個廣闊的峽谷，那裡是一條死掉很久巨蛇的長眠之地...
那個峽谷裡面有條險惡的小徑，裡面隱藏著寶藏。
不過要小心點，[beat] 聽說那小徑很滑，你可能會掉落到谷中！","<i>乌鸦营地</i>西边是一座大峡谷，那里长眠着一条上古毒蛇……
那道峡谷里有一条凶险的小径，里面埋藏着财宝。
不过要小心，[beat]我听说路很滑，可别摔下去！",@
"secret_shrine_graveyardhookshot","A secret can be found at the very place you entered these forgotten lands...
Have you ever returned there, with the new abilities you've gained?","A secret can be found at the very place you entered these forgotten lands...
Have you ever returned there, with the new abilities you've gained?","Un secret se cache à l'endroit même où tu es entré sur ces terres maudites...
Y es-tu déjà retourné depuis que tu as acquis de nouvelles aptitudes ?","Es verbirgt sich ein Geheimnis an genau dem Ort, wo du diese vergessenen Länder betreten hast.
Bist du jemals dorthin zurückgekehrt, seit du all diese neuen Fähigkeiten besitzt?","Sekretu bat aurkituko duzu lur ahaztu hauetara sartu zinen leku bertan...
Itzuli al zara inoiz bertara, eskuratu dituzun gaitasun berriekin?","Um segredo pode ser encontrado no lugar por onde você chegou nestas terras esquecidas...
Você já voltou para lá com as novas habilidades que ganhou?","Один секрет можно найти на том самом месте, откуда вы попали в эти забытые земли...
Вы еще не возвращались туда со своими новыми способностями?","この忘れられた地に初めて入ったとき、あなたが降り立ったまさにその場所に、秘密が隠されているようです。
新しい能力を手に入れてから、そこに戻ったことはありますか？","이 잊힌 땅의 입구 앞에서 비밀을 찾을 수 있을 걸세...
새로 얻은 능력으로 한 번 돌아가서 확인 해보았나?","當你進入這些被遺忘的土地時，有這麼一個地方可以找到秘密...
你是否曾經回到那裡，並獲得了新的能力？","有时秘密就在无人之境的入口处……
你获得新能力之后回去过吗？",@
"jeff_night_1","Zzzz...
Teddy...
Zzzz...","Zzzz...
Teddy...
Zzzz...","Zzzz...
Nounours...
Zzzz...","Zzzz ...
Teddy ...
Zzzz ...","Zzzz...
Hartzatxo...
Zzzz...","Zzzz...
Ursinho...
Zzzz...","Хр-хр-хр...
Тедди...
Хр-хр-хр...","Zzzz...
テディ…
Zzzz...","쿠울쿠울...
테디...
쿠울쿠울...","Zzzz...
泰迪...
Zzzz...","Zzzz……
泰迪……
Zzzz……",@
"jeff_night_ted","Ted... Teddy? Is that you?
Oh! [beat]OH NO!
You've caught me with my two legged trousers down,[beat] so to speak!
Yes -[beat] that's right!
I am not as humanoid as I have led everyone to believe!
Please don't tell the others...[beat] Perhaps it can be our secret?
Though I hope you're better at keeping secrets than I am...
Tell you what,[beat] keep this between us and I can show you the [wobble]biggest secret of all![/]
Let's go!","Ted... Teddy? Is that you?
Oh! [beat]OH NO!
You've caught me with my two legged trousers down,[beat] so to speak!
Yes -[beat] that's right!
I am not as humanoid as I have led everyone to believe!
Please don't tell the others...[beat] Perhaps it can be our secret?
Though I hope you're better at keeping secrets than I am...
Tell you what,[beat] keep this between us and I can show you the [wobble]biggest secret of all![/]
Let's go!","Nou... Nounours ? C'est toi ?
Oh ! [beat]OH, NON !
Tu m'as pris la main dans le bocal...[beat]enfin, façon de parler !
Oui...[beat] J'avoue tout !
Je ne suis pas aussi humanoïde que tout le monde croit !
S'il te plaît, ne dis rien aux autres...[beat] Ce sera notre secret, d'accord ?
Bon, j'espère que tu sais mieux garder les secrets que moi...
Écoute,[beat] si tu gardes ça pour toi, je peux te montrer [wobble]le plus grand secret du monde ![/]
Allez, à cheval !","Ted ... Teddy? Bist du das?
Oh! [beat]OH NEIN!
Du hast mich auf den falschen Füßen erwischt,[beat] sozusagen!
Ja -[beat] es ist wahr!
Ich bin nicht so humanoid, wie alle von mir glauben.
Bitte sag es nicht weiter![beat] Kann das vielleicht unser Geheimnis bleiben?
Ich hoffe nur, du kannst Geheimnisse besser bewahren als ich.
Ich sag dir was.[beat] Du behältst das für dich, und ich zeige dir das [wobble]größte Geheimnis von allen![/]
Lass uns gehen!","Har... Hartzatxo? Zu zara?
O! [beat] O, EZ!
Nire hankabiko frakak jaitsita harrapatu nauzu,[beat] nolabait esatearren!
Bai -[beat] hala da!
Ez naiz denok uste duzuen bezain gizatiarra!
Arren, ez besteei esan... [beat] Agian bion arteko sekretua izan daiteke?
Baina espero dezagun zu sekretuak gordetzen ni baino hobea izatea...
Tratua egin dezagun,[beat] hau gure artean mantentzen badugu, [wobble]inoizko sekreturik handiena[/] erakutsiko dizut!
Zatoz nirekin!","Ur... Ursinho? É você?
Ah! [beat]AH, NÃO!
Você me pegou de calça arriada,[beat] por assim dizer!
É,[beat] é isso mesmo!
Eu não sou tão humanoide como levei todos a crerem!
Não conte aos outros...[beat] Esse pode ser nosso segredinho?
Espero que você guarde segredos melhor do que eu...
Vamos fazer assim...[beat] isso fica entre nós, e eu posso mostrar para você o [wobble]maior segredo de todos![/]
Vamos nessa!","Тед... Тедди? Это ты?
НЕТ, [beat]ТОЛЬКО НЕ ЭТО!
Вы застали меня в моем нечеловеческом неглиже,[beat] если можно так сказать!
Да,[beat] пора сознаться!
Не такой уж я и человек, как пытался всех убедить!
Пожалуйста, не рассказывайте остальным...[beat] Можно это останется между нами?
Полагаю, вы храните секреты гораздо лучше меня...
Знаете, если вы никому не расскажете,[beat] я покажу вам [wobble]самый большой секрет![/]
Вперед!","テ… テディ… おまえなのか？
ああ！ [beat]しまった！
見てしまったな、俺が2本足のズボンを[beat]脱いでいるところを！
そう、[beat]そのとおり！
俺はみんなが信じているほど“人間”ではない！
でもみんなには言わないでくれ… [beat]ふたりだけの秘密に… な？
まあ、俺より君のほうが秘密を守るのはうまそうだ…
内緒にしておいてくれるなら、[beat][wobble]めちゃくちゃすごい秘密[/]のところに案内してやるよ！
行こう！","테디... 테디? 너야?
아! [beat]안 돼!
두 발 달린 내 바지가 없을 때[beat] 날 발견하다니!
그래. [beat]맞네!
난 모두가 생각하듯 인간이 아니야!
다른 이에겐 말하지 말아주게...[beat] 우리 둘만의 비밀로 삼는 건 어떤가?
나보단 자네가 더 비밀 엄수를 잘 할 거 같긴 하네만...
하나 말해주지.[beat] 이 비밀을 아무에게도 이야기 하지 않으면 내가 [wobble]가장 커다란 비밀[/]을 말해주도록 하겠네!
가세!","泰德...泰迪？那是你嗎？
哦！ [beat]哦不！
你在我兩褲管的褲子脫掉時抓到我了，[beat] 可以這樣說啦！
是的 -[beat] 沒錯！
我不是我讓大家相信的那個人形！
請別告訴其它人...[beat] 或許那可以成為我們的小秘密？
不過我希望你最好能比我還會保守秘密...
告訴你唷，[beat] 只有我們之間知道的話，我可以向你展示 [wobble]最大的秘密！[/]
我們走吧！","泰德……泰迪？是你吗？
噢！[beat]哦不！
你居然撞到我没穿那条两腿裤子的时候了，[beat]我的天！
没错——[beat]就是这样！
我并不像之前展现的那样，是个真正的人类！
请别告诉别人……[beat]就当这是我们的小秘密吧？
不过我希望你嘴巴比我严……
告诉你吧，[beat]只要你不说出去，我就给你看[wobble]世上最大的秘密！[/]
走吧！",@
"jeff_night_repeat","Hello again, my feathery nocturnal companion!
I must say our stroll the other night was quite liberating.
It's tough keeping such a big secret,[beat] maybe that's why I so readily spill everyone else's...
Let's go for another stroll!","Hello again, my feathery nocturnal companion!
I must say our stroll the other night was quite liberating.
It's tough keeping such a big secret,[beat] maybe that's why I so readily spill everyone else's...
Let's go for another stroll!","Bonsoir, mon compagnon nocturne à plumes !
Je dois dire que notre virée de l'autre soir était libératrice.
C'est dur de garder un tel secret,[beat] c'est peut-être pour ça que je dévoile si facilement ceux des autres...
En route pour une autre virée !","Du bist zurück, mein gefiederter nächtlicher Begleiter!
Ich muss sagen, unser Spaziergang neulich war wirklich befreiend.
Es ist hart, so ein großes Geheimnis zu bewahren.[beat] Vielleicht verrate ich deshalb so gern die Geheimnisse anderer Leute.
Komm, wir gehen noch mal spazieren!","Kaixo berriro, nire lagun lumatsu gautiarra!
Aitortu behar dizut aurreko ibilalditxoa nahiko askatzailea izan dela.
Gogorra da halako sekretu bat gordetzea,[beat] agian horregatik kontatzen ditut hain erraz besteen sekretuak...
Eman dezagun beste bueltatxo bat!","Olá de novo, meu amigo noturno emplumado!
Devo dizer que nosso passeio naquela noite foi bem libertador.
É difícil guardar um grande segredo como esse.[beat] Talvez seja por isso que espalho os dos outros tão facilmente...
Vamos dar outra voltinha!","И снова здравствуйте, мой пернатый ночной компаньон!
Должен признать, наша прошлая ночная прогулка принесла мне немалое облегчение.
Очень сложно хранить такой большой секрет.[beat] Наверное, поэтому я легко выбалтываю чужие тайны...
А давайте еще прогуляемся?","やあ、羽の生えた夜行性の友よ！
このまえの散策はとっても開放的だったね。
大きな秘密を守るのって[beat]大変だよな。だから俺はすぐにバラしちゃうのかも…
また一緒に出かけような！","또 봐서 반갑네, 깃털 달린 야행성 동료여!
지난 밤의 산책은 꽤나 즐거웠네.
이렇게 커다란 비밀을 숨기고 사는 건 힘들다네.[beat] 그래서 그렇게 쉽게 자네를 다른 이랑 착각한 것일 지도...
다시 한 번 산책을 가세!","再次你好，我有羽毛的夜行伙伴！
我必須說，我們前幾次夜裡的漫步非常自由。
保持如此大的秘密很困難，[beat] 或許這就是為什麼我會隨便把其它人的秘密說出去的原因...
咱們再去散步吧！","又是你啊，我长满羽毛的夜行伙伴！
不得不说，我们那晚的散步十分解压。
心里藏着这么大个秘密可真累啊，[beat]或许这就是为什么我这么喜欢吐露别人的秘密……
我们再去散个步吧！",@
"jeff_night_repeat_2","Hello, my feathery nocturnal companion!
Off we go!","Hello, my feathery nocturnal companion!
Off we go!","Bonsoir, mon compagnon nocturne à plumes !
Allez zou, allons-y !","Hallo, mein gefiederter nächtlicher Begleiter!
Auf geht‘s!","Kaixo, nire lagun lumatsu gautiarra!
Goazen!","Olá, meu amigo noturno emplumado!
Vamos nessa!","Приветствую, мой пернатый ночной компаньон!
Вперед!","やあ、羽の生えた夜行性の友よ！
出発だ！","반갑네, 깃털 달린 야행성 동료여!
가세!","你好，我有羽毛的夜行伙伴！
出發吧！","你好，我长满羽毛的夜行伙伴！
出发！",@
"jeff_drop_off","Oh,[beat] you want me to get off?
Alright,[beat] see you another time!","Oh,[beat] you want me to get off?
Alright,[beat] see you another time!","Oh,[beat] tu veux que je descende ?
D'accord,[beat] on se voit un de ces quatre !","Oh,[beat] ich soll wohl jetzt absteigen?
Na schön.[beat] Bis zum nächsten Mal!","Oh,[beat] ni jaistea nahi duzu?
Ongi da,[beat] berriro ikusi arte!","Ah,[beat] quer que eu saia?
Tudo bem,[beat] nos vemos outra hora!","Ох,[beat] вы хотите, чтобы я слез?
Что ж,[beat] до новых встреч!","え？ [beat]背中からどいてほしい？
わかった、[beat]じゃあまた今度な！","아,[beat] 내가 떨어지길 바라나?
좋네.[beat] 그럼 다음에 보세!","哦，[beat] 你要我離開？
好吧，[beat] 改天見！","噢，[beat]你想要我下来？
好吧，[beat]下次见！",@
