Context Note (not to translate),Speaker,English,Translation,File name,Line number
,Strix,"Being <b>Asio's<b> student, I won't burden you with high priority tasks, <30>Otus.","Hi <b>Asio<b>ren ikaslea haizenez, ez haut<nl>lehentasun handiko zereginekin kargatuko, <30>Otus.",Vellie/Refugees/checkStrix,70
,Strix,"If there are any easy requests from your<nl>villagers, you may deal with them as you wish.","Hire herritarrek eskaera errazak egiten<nl>badizkiate, libre haiz nahi bezala laguntzeko.",Vellie/Refugees/checkStrix,70
,Strix,"Oh! You're back, Otus!","O! Itzuli haiz, Otus!",Vellie/Refugees/checkStrix,83
,Strix,No need to look so guilty.,Ez hadi horren errudun sentitu.,Vellie/Refugees/checkStrix,94
,Strix,"In fact, from what I hear about you,<nl>it makes things simpler if you, er...","Entzun, hitaz entzun diadanarekin,<nl>askoz hobe litzatekek hik, zera...",Vellie/Refugees/checkStrix,94
,Strix,...If you find something to occupy yourself with.,...heure burua entretenitzeko zerbait aurkituko bahu.,Vellie/Refugees/checkStrix,94
,Strix,"When things have cleared up a bit here,<nl>I'll give you some proper instruction.","Hemen dena argitzen denean,<nl>esango diat nik zer egin.",Vellie/Refugees/checkStrix,94
,Strix,"In the meantime,<10> do as you please.","Bitartean,<10> egin ezak nahi duana.",Vellie/Refugees/checkStrix,94
,Strix,"I have little time to talk, Otus.","Hitz egiteko denbora gutxi zaukeat, Otus.",Vellie/Refugees/checkStrix,112
,Strix,Just do what you want.,Egin ezak nahi duana.,Vellie/Refugees/checkStrix,112
,MaleSoldier,...,...,Vellie/Soldiers/maleSoldier,8
,MaleSoldier,...Can't believe it...,...Ezin dut sinetsi...,Vellie/Soldiers/maleSoldier,20
,MaleSoldier,...,...,Vellie/Soldiers/maleSoldier,31
,MaleSoldier,I wonder what the pirates are up to now.,Zer ote dute piratek esku artean?!,Vellie/Soldiers/maleSoldier,42
,MaleSoldier,I hope they'll just leave us alone from now on.,Espero dut hemendik aurrera bakean utziko gaituztela.,Vellie/Soldiers/maleSoldier,42
,MaleSoldier,We should evacuate this city.,Herri hau ebakuatu beharko genuke.,Vellie/Soldiers/maleSoldier,55
,MaleSoldier,We need to get as far away<nl>from the pirates as possible.,Piratengandik ahalik urrunen<nl>alde egin behar dugu.,Vellie/Soldiers/maleSoldier,55
,MaleSoldier,I don't feel safe here.,Ez naiz seguru sentitzen hemen.,Vellie/Soldiers/maleSoldier,55
,FemaleSoldier,...,...,Vellie/Soldiers/femaleSoldierTalk,9
,FemaleSoldier,Hello...,Kaixo...,Vellie/Soldiers/femaleSoldierTalk,9
,FemaleSoldier,...,...,Vellie/Soldiers/femaleSoldierTalk,21
,FemaleSoldier,"...Sorry, I would like to be left alone.","...Barkatu, baina bakarrik egon nahiko nuke.",Vellie/Soldiers/femaleSoldierTalk,33
,FemaleSoldier,...,...,Vellie/Soldiers/femaleSoldierTalk,44
,FemaleSoldier,Looking for someone?,Norbaiten bila zabiltza?,Vellie/Soldiers/femaleSoldierTalk,55
,FemaleSoldier,"A guy walked through here earlier,<nl>with the same uniform as us.","Lehen tipo bat pasa da hemendik,<nl>gurea moduko uniformearekin.",Vellie/Soldiers/femaleSoldierTalk,55
,FemaleSoldier,He left Vellie again though.,Baina Vellietik irten da berriro.,Vellie/Soldiers/femaleSoldierTalk,55
,FemaleSoldier,Don't know where he went.,Ez dakit nora joan den.,Vellie/Soldiers/femaleSoldierTalk,55
,FemaleSoldier,I think I should leave too.,Uste dut nik ere ihes egin beharko nukeela.,Vellie/Soldiers/femaleSoldierTalk,70
,FemaleSoldier,"I don't belong here, and we can't<nl>defend this little city anyway.","Hau ez da nire lekua, eta ezin<nl>dugu herrixka hau babestu, edonola ere.",Vellie/Soldiers/femaleSoldierTalk,70
,hero,This way: Vellie Outpost,Aurrean: Vellieko talaia,Signposts/outpostThisWay,12
,hero,This way: Professor's lab,Aurrean: Irakaslearen laborategia,Signposts/professorThisWay,10
,hero,This way: Vellie,Aurrean: Vellie,Signposts/vellieThisWay,3
,hero,This way: Shooting Range<nl>Closed for testing.,Aurrean: tiro eremua<nl>Probak egiteko itxita.,Signposts/shootingRangeThisWay,12
,Mentor,Everyone!<15><nl>Quiet down!,Adi denok!<15><nl>Ixilik!,Vellie/townMeeting,147
,Mentor,Is everyone alright?,Ongi zaudete denok?,Vellie/townMeeting,147
,Mandolyn,Everyone's okay.,"Bai, denok ongi.",Vellie/townMeeting,156
,Mandolyn,Strix's students went to track the pirates.,Strixen ikasleak piraten atzetik joan dira.,Vellie/townMeeting,156
,Mandolyn,...<30>I don't think the pirates were here for us.,... <30>Ez dut uste piratak gure bila zetozenik.,Vellie/townMeeting,156
,Bomboman,"Then, <30>why did pirates even come here?","Orduan, <30>zergatik etorri ditun hona?",Vellie/townMeeting,163
,Professor,"Listen, all of you. We have no time for this.",Entzun denok. Ez dugu honetarako astirik.,Vellie/townMeeting,178
,Professor,My readings show that the pirates<nl>are heading toward the capital.,Nire datuen arabera piratak<nl>hiribururantz doaz.,Vellie/townMeeting,178
,Toby,They're going to attack Advent?!,Abendu erasotzera zoazak?!,Vellie/townMeeting,184
,Professor,"Yes. We need to warn the city, and quickly.","Bai. Bertakoei jakinarazi behar diegu, eta bizkor.",Vellie/townMeeting,192
,Professor,"The pirate ships are slow, but they have a head start on us.","Pirata-ontziak motelak dira, baina dagoeneko aurretik doaz.",Vellie/townMeeting,192
,Mentor,"In that case, there's no choice. Professor, we'll have<nl>to use the <b>Owl temple<b> as a <b>defence mechanism<b>.","Hala bada, ez dugu beste irtenbiderik.<nl>Irakasle, <b>Hontzaren Tenplua<b> erabili<nl>behar dugu <b>babes-mekanismo<b> gisa.",Vellie/townMeeting,201
,Professor,Ah yes!,A bai!,Vellie/townMeeting,206
,Professor,The Owl temple has been blowing the<nl>islands in the area apart for decades.,Hontzaren Tenplua inguru honetako uharteak<nl>bata besteagandik bereizten aritu da hamarkada luzez.,Vellie/townMeeting,206
,Professor,"If we deactivate the wind generators, the islands<nl>will close in on the pirates<5>.<5>.<5>.<20> and [1]<b>crush them<b>!","Haize-sorgailuak desaktibatzen baditugu,<nl>uharteak elkartzean piratak tartean harrapatu<5>.<5>.<5>.<20><nl>eta [1]<b>zanpatuko dituzte<b>!",Vellie/townMeeting,206
,Professor,(Or so I think...),(edo hori uste dut...),Vellie/townMeeting,220
,Mentor,So perhaps the ancient Owls<nl>can help us protect Advent...,"Beraz, agian antzinako hontzek<nl>Abendu babesten lagun gaitzakete...",Vellie/townMeeting,232
,Mentor,Otus!,Otus!,Vellie/townMeeting,240
,Mentor,You will go to the Owl temple.,Heu joango haiz Hontzaren Tenplura.,Vellie/townMeeting,251
,Mentor,The Professor and I need to go directly to Advent to warn them.,Irakaslea eta biok zuzenean Abendura joan behar diagu abisu ematera.,Vellie/townMeeting,251
,Mentor,...And no-one else here can fly.,...eta hemengo beste inork etzekik hegan.,Vellie/townMeeting,251
,Toby,...,...,Vellie/townMeeting,257
,Mandolyn,...,...,Vellie/townMeeting,262
,Bomboman,...,...,Vellie/townMeeting,267
,Mandolyn,But does Otus know his way around the temple?,Baina Otusek ba al daki tenplurako bidea?,Vellie/townMeeting,288
,Mechanic,"That's right!<20> I should join him, Asio!","Egia da!<20> Berekin joan beharko nuke, Asio!",Vellie/townMeeting,299
,Mentor,...,...,Vellie/townMeeting,307
,Mentor,Alright.,Ongi da.,Vellie/townMeeting,312
,Mentor,"Be warned, Otus.","Kontuan izan, Otus.",Vellie/townMeeting,312
,Mentor,"...If you disappoint me again, there will be S<2>E<2>R<2>I<2>O<2>U<2>S<2> C<2>O<2>N<2>S<2>E<2>Q<2>U<2>E<2>N<2>C<2>E<2>S<2>!","...berriro desengainatzen banauk, O<2>N<2>D<2>O<2>R<2>I<2>O<2> L<2>A<2>R<2>R<2>I<2>A<2>K<2> egongo dituk!",Vellie/townMeeting,318
,Mentor,You put our village in danger by leaving your post today.,Herria arriskupean jarri duk gaur<nl>zaintza postutik alde egin duanean.,Vellie/townMeeting,318
,Mentor,Do not do it again.,Etzak berriro halakorik egin.,Vellie/townMeeting,318
,Mentor,"Otus, Geddy, Professor.<30><nl>Get ready to leave.","Otus, Geddy, irakasle.<30><nl>Prestatu joateko.",Vellie/townMeeting,331
,AsioAndProfessor,Get to the <b>Owl Temple<b> as quickly as you can!,Zoazte <b>Hontzaren Tenplura<b> ahalik bizkorren!,Vellie/townMeeting,411
,AsioAndProfessor,"Don't disappoint me, <15>Otus!","Ezidak hutsik egin, <15>Otus!",Vellie/townMeeting,411
,AsioAndProfessor,Guards! <30><b>Open the gates<b>!,Guardiak! <30><b>Ireki ateak<b>!,Vellie/townMeeting,429
,Mechanic,"Finally, the gate is open!<nl><30>Let's get out of here Otus!","Azkenean, ateak zabalik daude!<nl><30>Irten gaitezen hemendik, Otus!",Vellie/townMeeting,471
,Toby,This sauna here sure's nice!<nl>I come here on weekends.<nl>Weekdays too!,Sauna hau mundiala duk!<nl>Asteburuero etortzen nauk.<nl>Eta astegunero ere bai!,Vellie/saunaBabble,17
,Toby,I rub my face with Bomboman's<nl>ointments every day! It keeps ya young!<nl>Wish it kept me young too!,"Egunero Bombomanen ukenduak ematen ditiat<nl>aurpegian! Gazte mantentzen haute!<nl>Ai, ni ere gazte mantenduko banindute...!",Vellie/saunaBabble,17
,Toby,I've forgotten where I live!,Non bizi naizen ere ahaztu diat!,Vellie/saunaBabble,17
,Toby,I remember the day you was born!<nl>Heard all about it right<nl>here in this very hot spring!,"Gogoan diat jaio zinen eguna!<nl>Dena hemen kontatu zidatean,<nl>iturri termal honetantxe!",Vellie/saunaBabble,17
,Toby,You set any records in your life?<nl>I'm trying for the record in relaxation!,Inoiz lortu duk errekorrik?<nl>Ni erlaxazioaren errekorra lortu nahian nabilek!,Vellie/saunaBabble,17
,Toby,"At times like these, it's important to relax.","Hau moduko uneetan, garrantzitsua duk erlaxatzea.",Vellie/saunaBabble,39
,Toby,"Clear your mind, young'un. These are dark times.","Uxatu pentsamendu txarrak, gazte. Garai latzak dituk hauek.",Vellie/saunaBabble,39
,Toby,"We have to do what we can, Otus.<nl>We have to calm down, and then do what we can.","Ahal dugun guztia egin behar diagu, Otus.<nl>Lasaitu beharra diagu, eta gero gure esku dagoen guztia egin.",Vellie/saunaBabble,39
,Toby,"If I'm talking to you right now, it's<nl>a bug. Well done! Please report it.","Une honetan hizketan banabil, errore bat aurkitu duk.<nl>Bejondeiala! Mesedez eman arazoaren berri jokoaren egileei.",Vellie/saunaBabble,53
,Toby,"We're in danger, laddy!<nl>Get your things and escape while you can!","Arriskuan gaudek, laguntxo!<nl>Har itzak hire gauzak eta egin ihes ahal duan bitartean!",Vellie/saunaBabble,72
,Toby,"This is not the time for<nl>sauna-bathin', laddy! Get to safety!","Ez duk saunan bainua hartzeko<nl>momentua, laguntxo! Hoa babespera!",Vellie/saunaBabble,72
,Toby,Is Bomboman alright there?<nl>Was he inside the house?,Bomboman ondo zagok?<nl>Etxe barruan zegoan?,Vellie/saunaBabble,72
,Toby,"Don't mind me, boy, save yourself!","Ez nitaz kezkatu, mutil, salba ezak heure burua!",Vellie/saunaBabble,72
,Toby,Run! Run while you still can!,Korri! Korri beranduegi izan baino lehen!,Vellie/saunaBabble,72
,Mentor,"About time, Otus.","Bazuan garaia, Otus.",Vellie/asioExplanation2,28
,Asio,We will be keeping watch over Vellie today.,Gaur Vellie zaintzen arituko gaituk.,Vellie/asioExplanation2,33
,Asio,There have been pirates about lately.<nl>You know the drill - <b>report to me or the guards<b><nl>if you see anything suspicious.,Azkenaldian piratak zabiltzak inguruotan.<nl>Ezagutzen duk protokoloa:<nl>ezer susmagarririk ikusiz gero<nl><b>jakinarazi neuri edo zaindariei<b>.,Vellie/asioExplanation2,33
,Asio,Any questions? <30>No?,Galderarik? <30>Ez?,Vellie/asioExplanation2,39
,Asio,Then get to it!,Ba ekiok lanari!,Vellie/asioExplanation2,39
,Mentor,Otus!,Otus!,Vellie/intro,105
,Mentor,Don't zone out!<30><nl>Get up here!,Iratzarri behingoz!<30><nl>Hator hona!,Vellie/intro,114
,Mentor,Otus! Where have you been?!,Otus! Non ibili haiz?!,Vellie/professorHelpOtus,41
,Mentor,"Get inside, right now!!!","Sartu barrura, orain!!!",Vellie/professorHelpOtus,41
,Mechanic,Let's get into safety Otus!,"Goazen babespera, Otus!",Vellie/professorHelpOtus,77
,GuardLeft,Ho there! Looks like we've<nl>got a slacker in the village!,"Hi, aizak! Antza denez alferrontzi bat<nl>diagu herrian!",Vellie/GuardsAtPort,19
,GuardRight,True that!,Bai horixe!,Vellie/GuardsAtPort,31
,GuardLeft,"Are you the troublemaker that's<nl>been lurking around town, Otus?","Hi al haiz herria hankaz gora jarri duen<nl>bazter-nahaslea, Otus?",Vellie/GuardsAtPort,43
,GuardLeft,You sure look like a troublemaker to me.,"Bazter-nahasle itxura daukak, nire ustez.",Vellie/GuardsAtPort,43
,GuardRight,True that!,Bai horixe!,Vellie/GuardsAtPort,59
,GuardLeft,I saw Asio on his way to the professor.,Asio irakaslearengana zihoala ikusi diat.,Vellie/GuardsAtPort,75
,GuardLeft,"For someone as strict as Asio,<nl>he sure lets you off easy.","Bera den bezain zorrotza izateko,<nl>ze bigun jokatzen dian hirekin!",Vellie/GuardsAtPort,86
,GuardLeft,"Now, be a good owl and return to your duties.","Tirok, izan hontz zintzoa eta itzul hadi hire egitekoetara.",Vellie/GuardsAtPort,86
,GuardRight,True that!,Bai horixe!,Vellie/GuardsAtPort,102
,GuardLeft,What was that sound?,Zer izan duk hots hori?,Vellie/GuardsAtPort,140
,GuardLeft,Sounded like someone screaming!,Norbaiten garrasia zirudian!,Vellie/GuardsAtPort,140
,GuardRight,True that!,Bai horixe!,Vellie/GuardsAtPort,146
,GuardLeft,"Well, I'm feeling pretty sleepy...","Ai, logureak erreta nagok...",Vellie/GuardsAtPort,151
,GuardLeft,...<10>I'm sure it was nothing!,...<10>Ziur ez dela ezer izan!,Vellie/GuardsAtPort,151
,GuardRight,True that!,Bai horixe!,Vellie/GuardsAtPort,157
,Fib,Boo!!!,Buu!!!,Vellie/bullying,55
,Fib,Hahaha!,Kar kar kar!,Vellie/bullying,93
,Bonacci,"Heh, you got him good, Fib!","Goitik behera ikaratu duk, Fib!",Vellie/bullying,130
,Fib,"Yeah, Bonacci!","Bai, Bonacci!",Vellie/bullying,142
,Fib,Guess he can fly after all!,"Antza bazakik hegan egiten, azkenean!",Vellie/bullying,142
,Bonacci,"Man, you're such a scaredy-cat Otus!<nl>Owls should be tough and fearless!","Oilo busti bat haiz, Otus!<nl>Hontzak gogorrak eta izukaitzak izan behar dituk!",Vellie/bullying,155
,Fib,Are you sure you should be<nl>allowed to keep watch?,Ziur zaintza lanak egiteko<nl>baimena merezi duala?,Vellie/bullying,171
,Fib,Doesn't everyone think you're an idiot?,Ez al ditek denek uste ergel bat baino ez haizela?,Vellie/bullying,171
,Fib,"I mean, are you even a real owl?","Esan nahi diat, benetako hontza al haiz?",Vellie/bullying,171
,Bonacci,...,...,Vellie/bullying,181
,Bonacci,"Asking him questions is pointless, Fib.<nl>He can't reply anyway.",Alperrik ari haiz galdezka Fib.<nl>Ezin dik erantzun.,Vellie/bullying,189
,Fib,"Oh yeah, he's a mute!","O, egia, mutua duk!",Vellie/bullying,201
,Bonacci,"Mute, silly Otus!","Otus, mutu ergela!",Vellie/bullying,213
,Fib,Hahaha!,Kar kar kar!,Vellie/bullying,221
,Bonacci,Hahaha!,Kar kar kar!,Vellie/bullying,226
,Mechanic,[1]HEY!,[1]EI!,Vellie/bullying,272
,Mechanic,You two lay off Otus!,Utzi Otus bakean!,Vellie/bullying,309
,Mechanic,"And get back to patrolling,<nl>or I'll tell Strix!","Eta itzuli erronda egitera,<nl>edo Strixi esango diot!",Vellie/bullying,317
,Mechanic,"Don't mind them, Otus.","Eziezu kasurik egin, Otus.",Vellie/bullying,357
,Mechanic,They're just being childish.,Mukizu batzuk baino ez dira.,Vellie/bullying,357
,Mechanic,"Hey, why don't I join you?<nl>I can help you keep watch!","Ei, eta zurekin banoa?<nl>Zaintza lanetan lagun zaitzaket!",Vellie/bullying,379
,Mechanic,We'll show them!,"Ikusiko dute, orduan!",Vellie/bullying,379
,Mechanic,Just pick me up and let's go!,"Hel nazazu, eta goazen!",Vellie/bullying,379
,Mechanic,Whoa!,Uaaa!,Vellie/gunnerLost1,10
,Mechanic,"Haha, careful where you drop me, Otus!","Jaja, kontuz jaregiten nauzunean, Otus!",Vellie/gunnerLostSpeech,31
,Mechanic,I'm not very proficient at flying.,Ez naiz hegalari ona.,Vellie/gunnerLostSpeech,49
,Mechanic,I'm getting better at climbing.,Trebeagoa naiz eskalatzaile gisa.,Vellie/gunnerLostSpeech,64
,Mechanic,Please stop.,"Nahikoa da, mesedez.",Vellie/gunnerLostSpeech,79
,Mechanic,Whoa!,Uaaa!,Vellie/gunnerLost2,9
,Mechanic,"Hey, buddy!","Ei, lagun!",Vellie/GeddyGreetOtus,17
,Alphonse,Psst..!,Psst...!,Vellie/meetAlphonseAfterAdvent,32
,Alphonse,Master Otus!,Maisu Otus!,Vellie/meetAlphonseAfterAdvent,41
,Alphonse,"I must not be seen here,<nl>but we must talk.","Ezin naute hemen ikusi,<nl>baina hitz egin beharra dugu.",Vellie/meetAlphonseAfterAdvent,46
,Alphonse,Let's meet up in your house.,Elkar gaitezen zure etxean.,Vellie/meetAlphonseAfterAdvent,46
,Alphonse,We can talk there in private.,Han pribatuan hitz egin ahalko dugu.,Vellie/meetAlphonseAfterAdvent,46
,Asio,...A disaster.,...Hondamendia,Vellie/asioDepressed,37
,Asio,Advent destroyed.,Abendu suntsitua.,Vellie/asioDepressed,37
,Asio,Pirates roaming free.,Piratak askatasunez alde batetik bestera.,Vellie/asioDepressed,37
,Asio,...,...,Vellie/asioDepressed,43
,Asio,...And the Professor comes and<nl>tells me that the ruin holding<nl>the <b>relic<b> was opened.,...Eta irakasleak esan zidak<nl>barnean <b>erlikia<b> gordetzen zuen hondakina ireki dutela.,Vellie/asioDepressed,48
,Asio,"If the pirates gather all the relics,<nl>then we are all doomed.","Piratek erlikia guztiak batzea lortzen badute,<nl>gureak egin dik.",Vellie/asioDepressed,48
,Asio,"And with Advent gone, we can't stop them...","Eta Abendu gabe, ezin ditiagu geldiarazi...",Vellie/asioDepressed,48
,Asio,Otus.,Otus.,Vellie/asioDepressed,73
,Asio,"You're here, are you?","Hemen hago, eztok?",Vellie/asioDepressed,73
,Asio,Leave me.,Utz nazak.,Vellie/asioDepressed,86
,Asio,I don't want to see you here again.,Ez haut hemen berriro ikusi nahi.,Vellie/asioDepressed,86
,Asio,<15>.<15>.<15>.,<15>.<15>.<15>.,Vellie/asioDepressed,144
,Asio,<5>O<5>t<5>u<5>s..?,<5>O<5>t<5>u<5>s..?,Vellie/asioDepressed,159
,Asio,You <30>fool!,Txoropito hori!,Vellie/asioDepressed,180
,Asio,Imbecile! <60>Moron!,Babua! <60>Tentela!,Vellie/asioDepressed,180
,Asio,Leave this place at once!,Hoa hemendik behingoan!,Vellie/asioDepressed,180
,Mentor,"Otus, <30>why have you come back?","Otus, <30>zergatik itzuli haiz?",Vellie/asioDepressed2,23
,Mentor,You should leave! <30>Now!,Alde egin beharko huke! <30>Orain!,Vellie/asioDepressed2,23
,Mentor,Otus<15>.<15>.<15>. <60>Please.,Otus<15>.<15>.<15>. <60>Mesedez.,Vellie/asioDepressed3,23
,Mentor,This place is no longer <15>safe.,Leku hau dagoeneko ez duk <15>segurua.,Vellie/asioDepressed3,31
,Mentor,I couldn't keep the village from harm.,Ezin izan nian herria babestu.,Vellie/asioDepressed3,46
,Mentor,"Not me, <30>nor Strix, <30>nor any other owl.","Ez nik, <30>ez Strixek, <30>ezta beste hontzek ere.",Vellie/asioDepressed3,46
,Mentor,We are... <60>frail. <60>Arrogant. <60>Short sighted.,Hain gaituk... <60>ahulak. <60>Harroak. <60>Itsuak.,Vellie/asioDepressed3,62
,Mentor,<30>If you hadn't left the school...,<30>Ez bahu eskola utzi...,Vellie/asioDepressed3,70
,Mentor,Otus...,Otus...,Vellie/asioDepressed3,70
,Mentor,We have been spared<30> from my own <nl>foolish actions this time.,Oraingo honetan<30> nire ekintza ergelen ondorioei<nl>izkin egin zieagu.,Vellie/asioDepressed3,70
,Mentor,"Fly away as far as you can, Otus.","Egin hegan ahal duan urrunen, Otus.",Vellie/asioDepressed3,80
,Mentor,"Hide yourself from others, and never return.","Ezkuta hadi besteengandik, eta ez berriz itzuli.",Vellie/asioDepressed3,95
,Mentor,"Heed my final lesson now, <60>so that<nl>you may live a little longer.","Egin kasu nire azken irakaspenari, <60>eta agian<nl>bizitza luzexeagoa izango duk.",Vellie/asioDepressed3,95
,Mentor,I <15>am <15>so <15>s<5>o<5>r<5>r<5>y <90>for everything.,S<15>e<15>n<15>t<15>i<15>t<15>z<15>e<15>n <15>d<15>i<15>a<15>t <90>denagatik.,Vellie/asioDepressed4,26
,this,Thank you!,Eskerrik asko!,Vellie/thanksForFood,8
,Mechanic,...,...,Vellie/Graveyard/meetGeddyAfterAdvent,14
,Mechanic,...,...,Vellie/Graveyard/meetGeddyAfterAdvent,28
,Mechanic,...,...,Vellie/Graveyard/meetGeddyAfterAdvent2,16
,Mechanic,So many lives lost<15>.<15>.<15>.,Hainbeste bizi galduta<15>.<15>.<15>.,Vellie/Graveyard/meetGeddyAfterAdvent2,24
,Mechanic,I<15>.<15>.<15>. I can't believe this happened.,Ez<15>.<15>.<15>. ezin dut sinetsi gertatu denik.,Vellie/Graveyard/meetGeddyAfterAdvent2,32
,Mechanic,"I was right there, <30>and <30>I couldn't help.","Bertan nengoen, <30>eta <30>ezin izan nuen ekidin.",Vellie/Graveyard/meetGeddyAfterAdvent2,49
,Mechanic,None of the things we accomplished <30>mattered at all...,Lortu genuen guztiak <30>ez du ezertarako balio izan...,Vellie/Graveyard/meetGeddyAfterAdvent2,49
,Mechanic,"We were doing so great, <30>and yet <30><nl>this is how it all turned out.","Horren ondo gindoazen, <30>eta halere <30><nl>horrela amaitu da guztia.",Vellie/Graveyard/meetGeddyAfterAdvent2,58
,Mechanic,We failed them.,Huts egin diegu.,Vellie/Graveyard/meetGeddyAfterAdvent2,74
,Mechanic,We failed them <15>all.,Huts egin diegu <15>denei.,Vellie/Graveyard/meetGeddyAfterAdvent2,82
,Mechanic,"I miss it, <30>Otus. <60>I miss it so much.","Faltan botatzen dut, <30>Otus. <60>Benetan.",Vellie/Graveyard/meetGeddyAfterAdvent3,12
,Mechanic,Even though we never got<nl>to fully experience Advent.,Nahiz eta ez genuen Abendu<nl>guztiz ezagutzerik izan.,Vellie/Graveyard/meetGeddyAfterAdvent3,12
,Mechanic,Its streets. <30>Its culture. <30>The people.,Bere kaleak. <30>Bere kultura. <30>Bertako jendea.,Vellie/Graveyard/meetGeddyAfterAdvent3,21
,Mechanic,We never got to see how it'd all <30>turn out.,Ezingo dugu inoiz ikusi hiriaren <30>etorkizuna.,Vellie/Graveyard/meetGeddyAfterAdvent3,21
,Mechanic,Otus<5>.<5>.<5>.,Otus<5>.<5>.<5>.,Vellie/Graveyard/meetGeddyAfterAdvent3,30
,Mechanic,Did we<5>.<5>.<5>. <30>Try <30>hard <30>enough?,Uste duzu<5>.<5>.<5>. <30>Gure esku <30>zegoen guztia <30>egin genuela?,Vellie/Graveyard/meetGeddyAfterAdvent3,45
,Mechanic,I<10>.<10>.<10>. <30>I<10>.<10>.<10>.,Nik<10>.<10>.<10>. <30>Nik<10>.<10>.<10>.,Vellie/Graveyard/meetGeddyAfterAdvent3,58
,Mechanic,"I don't know if I can go back there, <30>Otus.","Ez dakit hara bueltatzeko gai naizen, <30>Otus.",Vellie/Graveyard/meetGeddyAfterAdvent3,67
,Mechanic,Do you think it makes any difference<nl>what we do from now on?,"Hemendik aurrera egiten duguna<nl>egiten dugula ere, ezer aldatuko al du?",Vellie/Graveyard/meetGeddyAfterAdvent4,17
,Mechanic,Our future is lost!,Akabo gure etorkizuna!,Vellie/Graveyard/meetGeddyAfterAdvent4,25
,Mechanic,Our capital is completely gone!,Gure hiriburua betiko desagertu da!,Vellie/Graveyard/meetGeddyAfterAdvent4,25
,Mechanic,Think about it. <30>The pirates<nl>destroyed Advent this easily!?,Jarri pentsatzen. <30>Piratek hain<nl>erraz suntsitu zuten Abendu!?,Vellie/Graveyard/meetGeddyAfterAdvent4,34
,Mechanic,What are we to do?,Zer egin dezakegu guk?,Vellie/Graveyard/meetGeddyAfterAdvent4,43
,Mechanic,I...<30> I don't feel like I<nl>belong in this village anymore.,Nik...<30> Dagoeneko ez dut herri<nl>hau nire sentitzen.,Vellie/Graveyard/meetGeddyAfterAdvent4,48
,Mechanic,I've <60>failed all of them.,Guztiei <60>huts egin diet.,Vellie/Graveyard/meetGeddyAfterAdvent4,56
,Mechanic,Is it OK if I stay at your place for a while?,Axola dizu aldi baterako zure etxean gelditzen banaiz?,Vellie/Graveyard/meetGeddyAfterAdvent4,76
,Mechanic,I need to <15>get <15>away <15>from here.,Hemendik <15>aldendu <15>nahi dut.,Vellie/Graveyard/meetGeddyAfterAdvent4,76
,Mechanic,...,...,Vellie/Graveyard/meetGeddyAfterAdvent4,100
,Fib,"[1]I am the great master Strix <30>and I<nl>am [3]smart,<30> [3]strong <30>and [3]fantastic!","[1]Ni Strix maisu handia nauk, <30>benetan<nl>[3]jakintsua,<30> [3]indartsua <30>eta [3]bikaina!",Vellie/FibBonnaciAfterAdvent,31
,Bonacci,"I am Asio, <30>and I'm [1]stupid!","Ni Asio nauk, <30>benetan [1]ergela!",Vellie/FibBonnaciAfterAdvent,39
,Fib,Hahaha!,Kar kar kar!,Vellie/FibBonnaciAfterAdvent,47
,Bonacci,Hahaha!,Kar kar kar!,Vellie/FibBonnaciAfterAdvent,52
,Bonacci,"Oh wait, I got another one!","O itxoin, beste bat zeukeat!",Vellie/FibBonnaciAfterAdvent,65
,Bonacci,Hum-um!,Ejem!,Vellie/FibBonnaciAfterAdvent,65
,Bonacci,"I am Asio, <30>and I am, uh,<30> [1]incompetent!","Ni Asio nauk, <30>eta benetan nauk, e,<30> [1]ezgauza!",Vellie/FibBonnaciAfterAdvent,74
,Bonacci,[1]Extremely<30> [1]incompetent!,[1]Zeharo<30> [1]ezgauza!,Vellie/FibBonnaciAfterAdvent,74
,Fib,Hahaha!,Kar kar kar!,Vellie/FibBonnaciAfterAdvent,86
,Bonacci,Hahaha!,Kar kar kar!,Vellie/FibBonnaciAfterAdvent,91
,Fib,Hey now! <15>Look who it is!,Hara! <15>Begira nor datorren!,Vellie/FibBonnaciAfterAdvent2,36
,Bonacci,"Oh man, it's scaredy cat Otus!","O motel, Otus kakatia duk-eta!",Vellie/FibBonnaciAfterAdvent2,49
,Bonacci,I heard he was <30><b>bravely<b> <30>locked up<nl>by his mentor during the attack!,Entzun diat <30><b>ausardiaz<b> <30>giltzapetu zuela<nl>bere mentoreak erasoak iraun bitartean!,Vellie/FibBonnaciAfterAdvent2,57
,Bonacci,And that he <30><b>bravely<b> <30>fainted during the commotion!,"Eta egoeraren larritasunez, <30><b>ausarki<b> <30>zorabiatu zela ere bai!",Vellie/FibBonnaciAfterAdvent2,57
,Fib,"Haha, yeah!","Jaja, bai!",Vellie/FibBonnaciAfterAdvent2,66
,Fib,"Not everyone is out to make a difference, Bonacci!","Denak ez zaudek mundua aldatzeko eginak, Bonacci!",Vellie/FibBonnaciAfterAdvent2,71
,Bonacci,"That's right, <30>at least we got a crate of<nl>food outta Advent before it was too late!","Hala duk, <30>guk behintzat Abendutik janari-kutxa<nl>bat ateratzea lortu genian beranduegi izan aurretik!",Vellie/FibBonnaciAfterAdvent2,79
